id,title,work_role_id
T0646,"Determine existing collection management webpage databases, libraries and storehouses. CO-CLO-001
T0647,"Determine how identified factors affect the tasking, collection, processing, exploitation and dissemination architecture's form and function. CO-CLO-001
T0649,Determine organizations and/or echelons with collection authority over all accessible collection assets.,CO-CLO-001
T0651,Develop a method for comparing collection reports to outstanding requirements to identify information gaps.,CO-CLO-001
T0657,Develop coordinating instructions by collection discipline for each phase of an operation.,CO-CLO-001
T0662,"Allocate collection assets based on leadership's guidance, priorities, and/or operational emphasis. CO-CLO-001
T0674,Disseminate tasking messages and collection plans.,CO-CLO-001
T0681,"Establish alternative processing, exploitation and dissemination pathways to address identified issues or problems. CO-CLO-001
T0683,"Establish processing, exploitation and dissemination management activity using approved guidance and/or procedures. CO-CLO-001
T0698,"Facilitate continuously updated intelligence, surveillance, and visualization input to common operational picture managers. CO-CLO-001
T0702,Formulate collection strategies based on knowledge of available intelligence discipline capabilities and gathering methods that align multi-discipline collection capabilities and accesses with targets and their observables.,CO-CLO-001
T0714,"Identify collaboration forums that can serve as mechanisms for coordinating processes, functions, and outputs with specified organizations and functional groups. CO-CLO-001
T0716,Identify coordination requirements and procedures with designated collection authorities.,CO-CLO-001
T0721,"Identify issues or problems that can disrupt and/or degrade processing, exploitation and dissemination architecture effectiveness. CO-CLO-001
T0723,Identify potential collection disciplines for application against priority information requirements.,CO-CLO-001
T0725,"Identify and mitigate risks to collection management ability to support the plan, operations and target cycle. CO-CLO-001
T0734,Issue requests for information.,CO-CLO-001
T0737,Link priority collection requirements to optimal assets and resources.,CO-CLO-001
T0750,Monitor completion of reallocated collection efforts.,CO-CLO-001
T0753,"Monitor operational status and effectiveness of the processing, exploitation and dissemination architecture. CO-CLO-001
T0755,Monitor the operational environment for potential factors and risks to the collection operation management process.,CO-CLO-001
T0757,Optimize mix of collection assets and resources to increase effectiveness and efficiency against essential information associated with priority intelligence requirements.,CO-CLO-001
T0773,Prioritize collection requirements for collection platforms based on platform capabilities.,CO-CLO-001
T0779,Provide advice/assistance to operations and intelligence decision makers with reassignment of collection assets and resources in response to dynamic operational situations.,CO-CLO-001
T0806,"Request discipline-specific processing, exploitation, and disseminate information collected using discipline's collection assets and resources in accordance with approved guidance and/or procedures. CO-CLO-001
T0809,Review capabilities of allocated collection assets.,CO-CLO-001
T0810,Review intelligence collection guidance for accuracy/applicability.,CO-CLO-001
T0811,Review list of prioritized collection requirements and essential information.,CO-CLO-001
T0812,"Review and update overarching collection plan, as required. CO-CLO-001
T0814,Revise collection matrix based on availability of optimal assets and resources.,CO-CLO-001
T0820,Specify changes to collection plan and/or operational environment that necessitate re-tasking or re-directing of collection assets and resources.,CO-CLO-001
T0821,Specify discipline-specific collections and/or taskings that must be executed in the near term.,CO-CLO-001
T0827,Synchronize the integrated employment of all available organic and partner intelligence collection assets using available collaboration capabilities and techniques.,CO-CLO-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  SP-SYS-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). SP-SYS-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  SP-SYS-001
K0004,Knowledge of cybersecurity and privacy principles.,SP-SYS-001
K0005,Knowledge of cyber threats and vulnerabilities. ,SP-SYS-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,SP-SYS-001
K0015,Knowledge of computer algorithms.,SP-SYS-001
K0018,Knowledge of encryption algorithms ,SP-SYS-001
K0024,Knowledge of database systems.,SP-SYS-001
K0027,Knowledge of organization's enterprise information security architecture.,SP-SYS-001
K0028,Knowledge of organization's evaluation and validation requirements.,SP-SYS-001
K0030,"Knowledge of electrical engineering as applied to computer architecture (e.g., circuit boards, processors, chips, and computer hardware). SP-SYS-001
K0032,Knowledge of resiliency and redundancy.,SP-SYS-001
K0035,"Knowledge of installation, integration, and optimization of system components. SP-SYS-001
K0036,Knowledge of human-computer interaction principles.,SP-SYS-001
K0044,"Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-SYS-001
K0045,Knowledge of information security systems engineering principles (NIST SP 800-160).,SP-SYS-001
K0049,"Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption).  SP-SYS-001
K0050,Knowledge of local area and wide area networking principles and concepts including bandwidth management.,SP-SYS-001
K0052,"Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis). SP-SYS-001
K0055,Knowledge of microprocessors.,SP-SYS-001
K0056,"Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML). SP-SYS-001
K0060,Knowledge of operating systems.,SP-SYS-001
K0061,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]). SP-SYS-001
K0063,Knowledge of parallel and distributed computing concepts.,SP-SYS-001
K0065,Knowledge of policy-based and risk adaptive access controls.,SP-SYS-001
K0066,Knowledge of Privacy Impact Assessments.,SP-SYS-001
K0067,Knowledge of process engineering concepts.,SP-SYS-001
K0073,"Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org). SP-SYS-001
K0081,"Knowledge of software development models (e.g., Waterfall Model, Spiral Model). SP-SYS-001
K0082,Knowledge of software engineering.,SP-SYS-001
K0084,Knowledge of structured analysis principles and methods.,SP-SYS-001
K0086,"Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools. SP-SYS-001
K0087,"Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design. SP-SYS-001
K0090,"Knowledge of system life cycle management principles, including software security and usability. SP-SYS-001
K0091,Knowledge of systems testing and evaluation methods.,SP-SYS-001
K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing). SP-SYS-001
K0102,Knowledge of the systems engineering process.,SP-SYS-001
K0126,Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161),SP-SYS-001
K0139,Knowledge of interpreted and compiled computer languages.,SP-SYS-001
K0169,"Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures. SP-SYS-001
K0170,Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-SYS-001
K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). SP-SYS-001
K0180,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools. SP-SYS-001
K0200,"Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]). SP-SYS-001
K0203,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model). SP-SYS-001
K0260,Knowledge of Personally Identifiable Information (PII) data security standards.,SP-SYS-001
K0261,Knowledge of Payment Card Industry (PCI) data security standards.,SP-SYS-001
K0262,Knowledge of Personal Health Information (PHI) data security standards.,SP-SYS-001
K0276,Knowledge of security management.,SP-SYS-001
K0287,Knowledge of an organization's information classification program and procedures for information compromise.,SP-SYS-001
K0297,Knowledge of countermeasure design for identified security risks.,SP-SYS-001
K0308,Knowledge of cryptology.,SP-SYS-001
K0322,Knowledge of embedded systems.,SP-SYS-001
K0325,"Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression). SP-SYS-001
K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services. SP-SYS-001
K0333,"Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs. SP-SYS-001
K0336,Knowledge of access authentication methods.,SP-SYS-001
S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.,SP-SYS-001
S0022,Skill in designing countermeasures to identified security risks.,SP-SYS-001
S0023,Skill in designing security controls based on cybersecurity principles and tenets.,SP-SYS-001
S0024,Skill in designing the integration of hardware and software solutions.,SP-SYS-001
S0031,Skill in developing and applying security system access controls.,SP-SYS-001
S0034,"Skill in discerning the protection needs (i.e., security controls) of information systems and networks. SP-SYS-001
S0036,Skill in evaluating the adequacy of security designs.,SP-SYS-001
S0085,Skill in conducting audits or reviews of technical systems.,SP-SYS-001
S0145,Skill in integrating and applying policies that meet system security objectives.,SP-SYS-001
S0160,"Skill in the use of design modeling (e.g., unified modeling language). SP-SYS-001
S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-SYS-001
A0001,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.,SP-SYS-001
A0008,"Ability to apply the methods, standards, and approaches for describing, analyzing, and documenting an organization's enterprise information technology (IT) architecture (e.g., Open Group Architecture Framework [TOGAF], Department of Defense Architecture Framework [DoDAF], Federal Enterprise Architecture Framework [FEAF]). SP-SYS-001
A0012,Ability to ask clarifying questions.,SP-SYS-001
A0013,"Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means.  SP-SYS-001
A0015,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.,SP-SYS-001
A0019,Ability to produce technical documentation.,SP-SYS-001
A0026,Ability to analyze test data.,SP-SYS-001
A0040,Ability to translate data and test results into evaluative conclusions.,SP-SYS-001
A0048,"Ability to apply network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). SP-SYS-001
A0049,"Ability to apply secure system design tools, methods and techniques. SP-SYS-001
A0050,"Ability to apply system design tools, methods, and techniques, including automated systems analysis and design tools. SP-SYS-001
A0056,Ability to ensure security practices are followed throughout the acquisition process.,SP-SYS-001
A0061,Ability to design architectures and frameworks.,SP-SYS-001
A0074,Ability to collaborate effectively with others.,SP-SYS-001
A0089,"Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise. SP-SYS-001
A0098,"Ability to participate as a member of planning teams, coordination groups, and task forces as necessary. SP-SYS-001
A0108,Ability to understand objectives and effects.,SP-SYS-001
A0119,Ability to understand the basic concepts and issues related to cyber and its organizational impact.,SP-SYS-001
A0123,"Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-SYS-001
A0170,Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-SYS-001
T0207,Provide ongoing optimization and problem-solving support.,OV-PMA-005
T0208,Provide recommendations for possible improvements and upgrades.,OV-PMA-005
T0223,Review or conduct audits of information technology (IT) programs and projects.,OV-PMA-005
T0256,Evaluate the effectiveness of procurement function in addressing information security requirements and supply chain risks through procurement activities and recommend improvements.,OV-PMA-005
T0389,"Review service performance reports identifying any significant issues and variances, initiating, where necessary, corrective actions and ensuring that all outstanding issues are followed up. OV-PMA-005
T0412,Conduct import/export reviews for acquiring systems and software.,OV-PMA-005
T0415,"Ensure that supply chain, system, network, performance, and cybersecurity requirements are included in contract language and delivered. OV-PMA-005
T0011,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,SP-DEV-001
T0013,"Apply coding and testing standards, apply security testing tools including ""'fuzzing"" static-analysis code scanning tools, and conduct code reviews. SP-DEV-001
T0014,Apply secure code documentation.,SP-DEV-001
T0022,"Capture security controls used during the requirements phase to integrate security within the process, to identify key security objectives, and to maximize software security while minimizing disruption to plans and schedules. SP-DEV-001
T0026,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program. SP-DEV-001
T0034,"Confer with systems analysts, engineers, programmers, and others to design application and to obtain information on project limitations and capabilities, performance requirements, and interfaces. SP-DEV-001
T0040,Consult with engineering staff to evaluate interface between hardware and software.,SP-DEV-001
T0046,Correct errors by making appropriate changes and rechecking the program to ensure that desired results are produced.,SP-DEV-001
T0057,"Design, develop, and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design. SP-DEV-001
T0077,Develop secure code and error handling.,SP-DEV-001
T0100,"Evaluate factors such as reporting formats required, cost constraints, and need for security restrictions to determine hardware configuration. SP-DEV-001
T0111,Identify basic common coding flaws at a high level.,SP-DEV-001
T0117,Identify security implications and apply methodologies within centralized and decentralized environments across the enterprise’s computer systems in software development.,SP-DEV-001
T0118,Identify security issues around steady state operation and management of software and incorporate security measures that must be taken when a product reaches its end of life.,SP-DEV-001
T0171,Perform integrated quality assurance testing for security functionality and resiliency attack.,SP-DEV-001
T0176,Perform secure programming and identify potential flaws in codes to mitigate vulnerabilities.,SP-DEV-001
T0181,"Perform risk analysis (e.g., threat, vulnerability, and probability of occurrence) whenever an application or system undergoes a major change. SP-DEV-001
T0189,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language. SP-DEV-001
T0217,"Address security implications in the software acceptance phase including completion criteria, risk acceptance and documentation, common criteria, and methods of independent testing. SP-DEV-001
T0228,"Store, retrieve, and manipulate data for analysis of system capabilities and requirements. SP-DEV-001
T0236,"Translate security requirements into application design elements including documenting the elements of the software attack surfaces, conducting threat modeling, and defining any specific security criteria. SP-DEV-001
T0267,Design countermeasures and mitigations against potential exploitations of programming language weaknesses and vulnerabilities in system and elements.,SP-DEV-001
T0303,Identify and leverage the enterprise-wide version control system while designing and developing secure applications.,SP-DEV-001
T0311,Consult with customers about software system design and maintenance. ,SP-DEV-001
T0324,Direct software programming and development of documentation.,SP-DEV-001
T0337,"Supervise and assign work to programmers, designers, technologists and technicians, and other engineering and scientific personnel. SP-DEV-001
T0416,Enable applications with public keying by leveraging existing public key infrastructure (PKI) libraries and incorporating certificate management and encryption functionalities when appropriate.,SP-DEV-001
T0417,"Identify and leverage the enterprise-wide security services while designing and developing secure applications (e.g., Enterprise PKI, Federated Identity server, Enterprise Antivirus solution) when appropriate. SP-DEV-001
T0436,Conduct trial runs of programs and software applications to ensure that the desired information is produced and instructions and security levels are correct. ,SP-DEV-001
T0455,"Develop software system testing and validation procedures, programming, and documentation. SP-DEV-001
T0500,"Modify and maintain existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance. SP-DEV-001
T0553,"Apply cybersecurity functions (e.g., encryption, access control, and identity management) to reduce exploitation opportunities. SP-DEV-001
T0554,Determine and document software patches or the extent of releases that would leave software vulnerable.,SP-DEV-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  CO-OPS-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). CO-OPS-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  CO-OPS-001
K0004,Knowledge of cybersecurity and privacy principles.,CO-OPS-001
K0005,Knowledge of cyber threats and vulnerabilities. ,CO-OPS-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,CO-OPS-001
K0009,Knowledge of application vulnerabilities.,CO-OPS-001
K0021,Knowledge of data backup and recovery.,CO-OPS-001
K0051,"Knowledge of low-level computer languages (e.g., assembly languages). CO-OPS-001
K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage). CO-OPS-001
K0142,"Knowledge of collection management processes, capabilities, and limitations. CO-OPS-001
K0224,"Knowledge of system administration concepts for operating systems such as but not limited to Unix/Linux, IOS, Android, and Windows operating systems. CO-OPS-001
K0363,Knowledge of auditing and logging procedures (including server-based logging).,CO-OPS-001
K0372,"Knowledge of programming concepts (e.g., levels, structures, compiled vs. interpreted languages). CO-OPS-001
K0373,"Knowledge of basic software applications (e.g., data storage and backup, database applications) and the types of vulnerabilities that have been found in those applications. CO-OPS-001
K0375,Knowledge of wireless applications vulnerabilities.,CO-OPS-001
K0379,"Knowledge of client organizations, including information needs, objectives, structure, capabilities, etc. CO-OPS-001
K0403,"Knowledge of cryptologic capabilities, limitations, and contributions to cyber operations. CO-OPS-001
K0406,Knowledge of current software and methodologies for active defense and system hardening.,CO-OPS-001
K0420,Knowledge of database theory.,CO-OPS-001
K0423,Knowledge of deconfliction reporting to include external organization interaction.,CO-OPS-001
K0428,Knowledge of encryption algorithms and tools for wireless local area networks (WLANs).,CO-OPS-001
K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP). CO-OPS-001
K0429,Knowledge of enterprise-wide information management.,CO-OPS-001
K0430,Knowledge of evasion strategies and techniques.,CO-OPS-001
K0433,Knowledge of forensic implications of operating system structure and operations.,CO-OPS-001
K0438,"Knowledge of mobile cellular communications architecture (e.g., LTE, CDMA, GSM/EDGE and UMTS/HSPA). CO-OPS-001
K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.,CO-OPS-001
K0452,"Knowledge of implementing Unix and Windows systems that provide radius authentication and logging, DNS, mail, web service, FTP server, DHCP, firewall, and SNMP. CO-OPS-001
K0468,Knowledge of internal and external partner reporting.,CO-OPS-001
K0481,Knowledge of methods and techniques used to detect various exploitation activities.,CO-OPS-001
K0485,Knowledge of network administration.,CO-OPS-001
K0486,Knowledge of network construction and topology.,CO-OPS-001
K0480,Knowledge of malware.,CO-OPS-001
K0516,"Knowledge of physical and logical network devices and infrastructure to include hubs, switches, routers, firewalls, etc. CO-OPS-001
K0528,Knowledge of satellite-based communication systems.,CO-OPS-001
K0530,"Knowledge of security hardware and software options, including the network artifacts they induce and their effects on exploitation. CO-OPS-001
K0531,Knowledge of security implications of software configurations.,CO-OPS-001
K0536,"Knowledge of structure, approach, and strategy of exploitation tools (e.g., sniffers, keyloggers) and techniques (e.g., gaining backdoor access, collecting/exfiltrating data, conducting vulnerability analysis of other systems in the network). CO-OPS-001
K0560,"Knowledge of the basic structure, architecture, and design of modern communication networks. CO-OPS-001
K0565,"Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications. CO-OPS-001
K0573,Knowledge of the fundamentals of digital forensics to extract actionable intelligence.,CO-OPS-001
K0608,"Knowledge of Unix/Linux and Windows operating systems structures and internals (e.g., process management, directory structure, installed applications). CO-OPS-001
K0609,Knowledge of virtual machine technologies.,CO-OPS-001
S0062,Skill in analyzing memory dumps to extract information.,CO-OPS-001
S0183,Skill in analyzing terminal or environment collection data.,CO-OPS-001
S0236,Skill in identifying the devices that work at each level of protocol models.,CO-OPS-001
S0182,Skill in analyzing target communications internals and externals collected from wireless LANs.,CO-OPS-001
S0190,Skill in assessing current tools to identify needed improvements.,CO-OPS-001
S0192,"Skill in auditing firewalls, perimeters, routers, and intrusion detection systems. CO-OPS-001
S0202,"Skill in data mining techniques (e.g., searching file systems) and analysis. CO-OPS-001
S0206,Skill in determining installed patches on various operating systems and identifying patch signatures.,CO-OPS-001
S0221,Skill in extracting information from packet captures.,CO-OPS-001
S0242,Skill in interpreting vulnerability scanner results to identify vulnerabilities.,CO-OPS-001
S0243,"Skill in knowledge management, including technical documentation techniques (e.g., Wiki page). CO-OPS-001
S0252,Skill in processing collected data for follow-on analysis.,CO-OPS-001
S0255,"Skill in providing real-time, actionable geolocation information utilizing target infrastructures. CO-OPS-001
S0257,"Skill in reading, interpreting, writing, modifying, and executing simple scripts (e.g., PERL, VBS) on Windows and Unix systems (e.g., those that perform tasks like parsing large data files, automating manual tasks, and fetching/processing remote data). CO-OPS-001
S0266,"Skill in relevant programming languages (e.g., C++, Python, etc.).  CO-OPS-001
S0267,Skill in remote command line and Graphic User Interface (GUI) tool usage.,CO-OPS-001
S0270,"Skill in reverse engineering (e.g., hex editing, binary packaging utilities, debugging, and strings analysis) to identify function and ownership of remote tools. CO-OPS-001
S0275,Skill in server administration.,CO-OPS-001
S0276,"Skill in survey, collection, and analysis of wireless LAN metadata. CO-OPS-001
S0281,Skill in technical writing.,CO-OPS-001
S0282,Skill in testing and evaluating tools for implementation.,CO-OPS-001
S0293,"Skill in using tools, techniques, and procedures to remotely exploit and establish persistence on a target. CO-OPS-001
S0295,"Skill in using various open source data collection tools (online trade, DNS, mail, etc.). CO-OPS-001
S0298,"Skill in verifying the integrity of all files. (e.g., checksums, Exclusive OR, secure hashes, check constraints, etc.). CO-OPS-001
S0299,"Skill in wireless network target analysis, templating, and geolocation. CO-OPS-001
S0363,Skill to analyze and assess internal and external partner reporting.,CO-OPS-001
A0095,Ability to interpret and translate customer requirements into operational action.,CO-OPS-001
A0097,Ability to monitor system operations and react to events in response to triggers and/or observation of trends or unusual activity. ,CO-OPS-001
A0099,"Ability to perform network collection tactics, techniques, and procedures to include decryption capabilities/tools. CO-OPS-001
A0100,Ability to perform wireless collection procedures to include decryption capabilities/tools.,CO-OPS-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  SP-TRD-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). SP-TRD-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  SP-TRD-001
K0004,Knowledge of cybersecurity and privacy principles.,SP-TRD-001
K0005,Knowledge of cyber threats and vulnerabilities. ,SP-TRD-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,SP-TRD-001
K0009,Knowledge of application vulnerabilities.,SP-TRD-001
K0019,Knowledge of cryptography and cryptographic key management concepts ,SP-TRD-001
K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.,SP-TRD-001
K0090,"Knowledge of system life cycle management principles, including software security and usability. SP-TRD-001
K0126,Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161),SP-TRD-001
K0169,"Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures. SP-TRD-001
K0170,Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-TRD-001
K0171,Knowledge of hardware reverse engineering techniques.,SP-TRD-001
K0172,"Knowledge of middleware (e.g., enterprise service bus and message queuing). SP-TRD-001
K0174,Knowledge of networking protocols.,SP-TRD-001
K0175,Knowledge of software reverse engineering techniques.,SP-TRD-001
K0176,Knowledge of Extensible Markup Language (XML) schemas.,SP-TRD-001
K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). SP-TRD-001
K0202,"Knowledge of the application firewall concepts and functions (e.g., Single point of authentication/audit/policy enforcement, message scanning for malicious content, data anonymization for PCI and PII compliance, data loss protection scanning, accelerated cryptographic operations, SSL security, REST/JSON processing). SP-TRD-001
K0209,Knowledge of covert communication techniques.,SP-TRD-001
K0267,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures. SP-TRD-001
K0268,Knowledge of forensic footprint identification.,SP-TRD-001
K0269,Knowledge of mobile communications architecture.,SP-TRD-001
K0271,"Knowledge of operating system structures and internals (e.g., process management, directory structure, installed applications). SP-TRD-001
K0272,Knowledge of network analysis tools used to identify software communications vulnerabilities.,SP-TRD-001
K0288,Knowledge of industry standard security models.,SP-TRD-001
K0296,"Knowledge of capabilities, applications, and potential vulnerabilities of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware. SP-TRD-001
K0310,Knowledge of hacking methodologies.,SP-TRD-001
K0314,Knowledge of industry technologies’ potential cybersecurity vulnerabilities.,SP-TRD-001
K0321,Knowledge of engineering concepts as applied to computer architecture and associated computer hardware/software.,SP-TRD-001
K0342,"Knowledge of penetration testing principles, tools, and techniques. SP-TRD-001
K0499,Knowledge of operations security.,SP-TRD-001
S0005,Skill in applying and incorporating information technologies into proposed solutions.,SP-TRD-001
S0017,Skill in creating and utilizing mathematical or statistical models.,SP-TRD-001
S0072,Skill in using scientific rules and methods to solve problems.,SP-TRD-001
S0140,Skill in applying the systems engineering process.,SP-TRD-001
S0148,"Skill in designing the integration of technology processes and solutions, including legacy systems and modern programming languages.  SP-TRD-001
S0172,Skill in applying secure coding techniques. ,SP-TRD-001
A0001,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.,SP-TRD-001
A0018,Ability to prepare and present briefings.,SP-TRD-001
A0019,Ability to produce technical documentation.,SP-TRD-001
A0170,Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-TRD-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  OV-LGA-002
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). OV-LGA-002
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  OV-LGA-002
K0004,Knowledge of cybersecurity and privacy principles.,OV-LGA-002
K0005,Knowledge of cyber threats and vulnerabilities. ,OV-LGA-002
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,OV-LGA-002
K0008,Knowledge of applicable business processes and operations of customer organizations.,OV-LGA-002
K0066,Knowledge of Privacy Impact Assessments.,OV-LGA-002
K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures. OV-LGA-002
K0612,Knowledge of what constitutes a “threat” to a network.,OV-LGA-002
K0613,"Knowledge of who the organization’s operational planners are, how and where they can be contacted, and what are their expectations. OV-LGA-002
K0614,"Knowledge of wireless technologies (e.g., cellular, satellite, GSM) to include the basic structure, architecture, and design of modern wireless communications systems. OV-LGA-002
K0615,Knowledge of privacy disclosure statements based on current laws.,OV-LGA-002
S0354,Skill in creating policies that reflect the business’s core privacy objectives.,OV-LGA-002
S0355,Skill in negotiating vendor agreements and evaluating vendor privacy practices.,OV-LGA-002
S0356,"Skill in communicating with all levels of management including Board members (e.g., interpersonal skills, approachability, effective listening skills, appropriate use of style and language for the audience).  OV-LGA-002
A0024,Ability to develop clear directions and instructional materials.,OV-LGA-002
A0033,"Ability to develop policy, plans, and strategy in compliance with laws, regulations, policies, and standards in support of organizational cyber activities. OV-LGA-002
A0034,"Ability to develop, update, and/or maintain standard operating procedures (SOPs). OV-LGA-002
A0104,Ability to select the appropriate implant to achieve operational goals.,OV-LGA-002
A0105,Ability to tailor technical and planning information to a customer’s level of understanding.,OV-LGA-002
A0110,Ability to monitor advancements in information privacy laws to ensure organizational adaptation and compliance.,OV-LGA-002
A0111,"Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives.  OV-LGA-002
A0112,Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.,OV-LGA-002
A0113,Ability to determine whether a security incident violates a privacy principle or legal standard requiring specific legal action.,OV-LGA-002
A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.,OV-LGA-002
A0115,"Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives. OV-LGA-002
A0125,Ability to author a privacy disclosure statement based on current laws.,OV-LGA-002
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  SP-DEV-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). SP-DEV-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  SP-DEV-001
K0004,Knowledge of cybersecurity and privacy principles.,SP-DEV-001
K0005,Knowledge of cyber threats and vulnerabilities. ,SP-DEV-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,SP-DEV-001
K0014,Knowledge of complex data structures.,SP-DEV-001
K0016,Knowledge of computer programming principles ,SP-DEV-001
K0027,Knowledge of organization's enterprise information security architecture.,SP-DEV-001
K0028,Knowledge of organization's evaluation and validation requirements.,SP-DEV-001
K0039,Knowledge of cybersecurity and privacy principles and methods that apply to software development.,SP-DEV-001
K0044,"Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-DEV-001
K0050,Knowledge of local area and wide area networking principles and concepts including bandwidth management.,SP-DEV-001
