Major Group,Minor Group,Broad Occupation,Detailed Occupation,Detailed O*NET-SOC,SOC or O*NET-SOC 2019 Title
43-0000,43-4000,43-4130,43-4121,41-4011.07,Loan Interviewers and Clerks
43-0000,43-4000,43-4130,43-4131,41-4011.07,Loan Interviewers and Clerks
43-0000,43-4000,43-4140,43-4131,41-4011.07,New Accounts Clerks
43-0000,43-4000,43-4140,43-4141,41-4011.07,New Accounts Clerks
43-0000,43-4000,43-4150,43-4141,41-4011.07,Order Clerks
43-0000,43-4000,43-4150,43-4151,41-4011.07,Order Clerks
43-0000,43-4000,43-4160,43-4151,41-4011.07,"Human Resources Assistants, Except Payroll and Timekeeping"
43-0000,43-4000,43-4160,43-4161,41-4011.07,"Human Resources Assistants, Except Payroll and Timekeeping"
43-0000,43-4000,43-4170,43-4161,41-4011.07,Receptionists and Information Clerks
43-0000,43-4000,43-4170,43-4171,41-4011.07,Receptionists and Information Clerks
43-0000,43-4000,43-4180,43-4171,41-4011.07,Reservation and Transportation Ticket Agents and Travel Clerks
43-0000,43-4000,43-4180,43-4181,41-4011.07,Reservation and Transportation Ticket Agents and Travel Clerks
43-0000,43-4000,43-4190,43-4181,41-4011.07,Miscellaneous Information and Record Clerks
43-0000,43-4000,43-4190,43-4199,41-4011.07,"Information and Record Clerks, All Other"
43-0000,43-5000,43-4190,43-4199,41-4011.07,"Material Recording, Scheduling, Dispatching, and Distributing Workers"
43-0000,43-5000,43-5010,43-4199,41-4011.07,Cargo and Freight Agents
43-0000,43-5000,43-5010,43-5011,41-4011.07,Cargo and Freight Agents
43-0000,43-5000,43-5010,43-5011,43-5011.01,Freight Forwarders
43-0000,43-5000,43-5020,43-5011,43-5011.01,Couriers and Messengers
43-0000,43-5000,43-5020,43-5021,43-5011.01,Couriers and Messengers
43-0000,43-5000,43-5030,43-5021,43-5011.01,Dispatchers
43-0000,43-5000,43-5030,43-5031,43-5011.01,Public Safety Telecommunicators
43-0000,43-5000,43-5030,43-5032,43-5011.01,"Dispatchers, Except Police, Fire, and Ambulance"
43-0000,43-5000,43-5040,43-5032,43-5011.01,"Meter Readers, Utilities"
43-0000,43-5000,43-5040,43-5041,43-5011.01,"Meter Readers, Utilities"
43-0000,43-5000,43-5050,43-5041,43-5011.01,Postal Service Workers
43-0000,43-5000,43-5050,43-5051,43-5011.01,Postal Service Clerks
43-0000,43-5000,43-5050,43-5052,43-5011.01,Postal Service Mail Carriers
43-0000,43-5000,43-5050,43-5053,43-5011.01,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-0000,43-5000,43-5060,43-5053,43-5011.01,"Production, Planning, and Expediting Clerks"
43-0000,43-5000,43-5060,43-5061,43-5011.01,"Production, Planning, and Expediting Clerks"
43-0000,43-5000,43-5070,43-5061,43-5011.01,"Shipping, Receiving, and Inventory Clerks"
43-0000,43-5000,43-5070,43-5071,43-5011.01,"Shipping, Receiving, and Inventory Clerks"
43-0000,43-5000,43-5110,43-5071,43-5011.01,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-0000,43-5000,43-5110,43-5111,43-5011.01,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-0000,43-6000,43-5110,43-5111,43-5011.01,Secretaries and Administrative Assistants
43-0000,43-6000,43-6010,43-5111,43-5011.01,Secretaries and Administrative Assistants
43-0000,43-6000,43-6010,43-6011,43-5011.01,Executive Secretaries and Executive Administrative Assistants
43-0000,43-6000,43-6010,43-6012,43-5011.01,Legal Secretaries and Administrative Assistants
43-0000,43-6000,43-6010,43-6013,43-5011.01,Medical Secretaries and Administrative Assistants
43-0000,43-6000,43-6010,43-6014,43-5011.01,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
43-0000,43-9000,43-6010,43-6014,43-5011.01,Other Office and Administrative Support Workers
43-0000,43-9000,43-9020,43-6014,43-5011.01,Data Entry and Information Processing Workers
43-0000,43-9000,43-9020,43-9021,43-5011.01,Data Entry Keyers
43-0000,43-9000,43-9020,43-9022,43-5011.01,Word Processors and Typists
43-0000,43-9000,43-9030,43-9022,43-5011.01,Desktop Publishers
43-0000,43-9000,43-9030,43-9031,43-5011.01,Desktop Publishers
43-0000,43-9000,43-9040,43-9031,43-5011.01,Insurance Claims and Policy Processing Clerks
43-0000,43-9000,43-9040,43-9041,43-5011.01,Insurance Claims and Policy Processing Clerks
43-0000,43-9000,43-9050,43-9041,43-5011.01,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-0000,43-9000,43-9050,43-9051,43-5011.01,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-0000,43-9000,43-9060,43-9051,43-5011.01,"Office Clerks, General"
43-0000,43-9000,43-9060,43-9061,43-5011.01,"Office Clerks, General"
43-0000,43-9000,43-9070,43-9061,43-5011.01,"Office Machine Operators, Except Computer"
43-0000,43-9000,43-9070,43-9071,43-5011.01,"Office Machine Operators, Except Computer"
43-0000,43-9000,43-9080,43-9071,43-5011.01,Proofreaders and Copy Markers
43-0000,43-9000,43-9080,43-9081,43-5011.01,Proofreaders and Copy Markers
43-0000,43-9000,43-9110,43-9081,43-5011.01,Statistical Assistants
43-0000,43-9000,43-9110,43-9111,43-5011.01,Statistical Assistants
43-0000,43-9000,43-9190,43-9111,43-5011.01,Miscellaneous Office and Administrative Support Workers
43-0000,43-9000,43-9190,43-9199,43-5011.01,"Office and Administrative Support Workers, All Other"
45-0000,43-9000,43-9190,43-9199,43-5011.01,"Farming, Fishing, and Forestry Occupations"
45-0000,45-1000,43-9190,43-9199,43-5011.01,"Supervisors of Farming, Fishing, and Forestry Workers"
45-0000,45-1000,45-1010,43-9199,43-5011.01,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-0000,45-1000,45-1010,45-1011,43-5011.01,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-0000,45-2000,45-1010,45-1011,43-5011.01,Agricultural Workers
45-0000,45-2000,45-2010,45-1011,43-5011.01,Agricultural Inspectors
45-0000,45-2000,45-2010,45-2011,43-5011.01,Agricultural Inspectors
45-0000,45-2000,45-2020,45-2011,43-5011.01,Animal Breeders
45-0000,45-2000,45-2020,45-2021,43-5011.01,Animal Breeders
45-0000,45-2000,45-2040,45-2021,43-5011.01,"Graders and Sorters, Agricultural Products"
45-0000,45-2000,45-2040,45-2041,43-5011.01,"Graders and Sorters, Agricultural Products"
45-0000,45-2000,45-2090,45-2041,43-5011.01,Miscellaneous Agricultural Workers
45-0000,45-2000,45-2090,45-2091,43-5011.01,Agricultural Equipment Operators
45-0000,45-2000,45-2090,45-2092,43-5011.01,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-0000,45-2000,45-2090,45-2093,43-5011.01,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45-0000,45-2000,45-2090,45-2099,43-5011.01,"Agricultural Workers, All Other"
45-0000,45-3000,45-2090,45-2099,43-5011.01,Fishing and Hunting Workers
45-0000,45-3000,45-3030,45-2099,43-5011.01,Fishing and Hunting Workers
45-0000,45-3000,45-3030,45-3031,43-5011.01,Fishing and Hunting Workers
45-0000,45-4000,45-3030,45-3031,43-5011.01,"Forest, Conservation, and Logging Workers"
45-0000,45-4000,45-4010,45-3031,43-5011.01,Forest and Conservation Workers
45-0000,45-4000,45-4010,45-4011,43-5011.01,Forest and Conservation Workers
45-0000,45-4000,45-4020,45-4011,43-5011.01,Logging Workers
45-0000,45-4000,45-4020,45-4021,43-5011.01,Fallers
45-0000,45-4000,45-4020,45-4022,43-5011.01,Logging Equipment Operators
45-0000,45-4000,45-4020,45-4023,43-5011.01,Log Graders and Scalers
45-0000,45-4000,45-4020,45-4029,43-5011.01,"Logging Workers, All Other"
47-0000,45-4000,45-4020,45-4029,43-5011.01,Construction and Extraction Occupations
47-0000,47-1000,45-4020,45-4029,43-5011.01,Supervisors of Construction and Extraction Workers
47-0000,47-1000,47-1010,45-4029,43-5011.01,First-Line Supervisors of Construction Trades and Extraction Workers
47-0000,47-1000,47-1010,47-1011,43-5011.01,First-Line Supervisors of Construction Trades and Extraction Workers
47-0000,47-1000,47-1010,47-1011,47-1011.03,Solar Energy Installation Managers
47-0000,47-2000,47-1010,47-1011,47-1011.03,Construction Trades Workers
47-0000,47-2000,47-2010,47-1011,47-1011.03,Boilermakers
47-0000,47-2000,47-2010,47-2011,47-1011.03,Boilermakers
47-0000,47-2000,47-2020,47-2011,47-1011.03,"Brickmasons, Blockmasons, and Stonemasons"
47-0000,47-2000,47-2020,47-2021,47-1011.03,Brickmasons and Blockmasons
47-0000,47-2000,47-2020,47-2022,47-1011.03,Stonemasons
47-0000,47-2000,47-2030,47-2022,47-1011.03,Carpenters
47-0000,47-2000,47-2030,47-2031,47-1011.03,Carpenters
47-0000,47-2000,47-2040,47-2031,47-1011.03,"Carpet, Floor, and Tile Installers and Finishers"
47-0000,47-2000,47-2040,47-2041,47-1011.03,Carpet Installers
47-0000,47-2000,47-2040,47-2042,47-1011.03,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-0000,47-2000,47-2040,47-2043,47-1011.03,Floor Sanders and Finishers
47-0000,47-2000,47-2040,47-2044,47-1011.03,Tile and Stone Setters
47-0000,47-2000,47-2050,47-2044,47-1011.03,"Cement Masons, Concrete Finishers, and Terrazzo Workers"
47-0000,47-2000,47-2050,47-2051,47-1011.03,Cement Masons and Concrete Finishers
47-0000,47-2000,47-2050,47-2053,47-1011.03,Terrazzo Workers and Finishers
47-0000,47-2000,47-2060,47-2053,47-1011.03,Construction Laborers
47-0000,47-2000,47-2060,47-2061,47-1011.03,Construction Laborers
47-0000,47-2000,47-2070,47-2061,47-1011.03,Construction Equipment Operators
47-0000,47-2000,47-2070,47-2071,47-1011.03,"Paving, Surfacing, and Tamping Equipment Operators"
47-0000,47-2000,47-2070,47-2072,47-1011.03,Pile Driver Operators
47-0000,47-2000,47-2070,47-2073,47-1011.03,Operating Engineers and Other Construction Equipment Operators
47-0000,47-2000,47-2080,47-2073,47-1011.03,"Drywall Installers, Ceiling Tile Installers, and Tapers"
47-0000,47-2000,47-2080,47-2081,47-1011.03,Drywall and Ceiling Tile Installers
47-0000,47-2000,47-2080,47-2082,47-1011.03,Tapers
47-0000,47-2000,47-2110,47-2082,47-1011.03,Electricians
47-0000,47-2000,47-2110,47-2111,47-1011.03,Electricians
47-0000,47-2000,47-2120,47-2111,47-1011.03,Glaziers
47-0000,47-2000,47-2120,47-2121,47-1011.03,Glaziers
47-0000,47-2000,47-2130,47-2121,47-1011.03,Insulation Workers
47-0000,47-2000,47-2130,47-2131,47-1011.03,"Insulation Workers, Floor, Ceiling, and Wall"
47-0000,47-2000,47-2130,47-2132,47-1011.03,"Insulation Workers, Mechanical"
47-0000,47-2000,47-2140,47-2132,47-1011.03,Painters and Paperhangers
47-0000,47-2000,47-2140,47-2141,47-1011.03,"Painters, Construction and Maintenance"
47-0000,47-2000,47-2140,47-2142,47-1011.03,Paperhangers
47-0000,47-2000,47-2150,47-2142,47-1011.03,"Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-0000,47-2000,47-2150,47-2151,47-1011.03,Pipelayers
47-0000,47-2000,47-2150,47-2152,47-1011.03,"Plumbers, Pipefitters, and Steamfitters"
47-0000,47-2000,47-2150,47-2152,47-2152.04,Solar Thermal Installers and Technicians
47-0000,47-2000,47-2160,47-2152,47-2152.04,Plasterers and Stucco Masons
47-0000,47-2000,47-2160,47-2161,47-2152.04,Plasterers and Stucco Masons
47-0000,47-2000,47-2170,47-2161,47-2152.04,Reinforcing Iron and Rebar Workers
47-0000,47-2000,47-2170,47-2171,47-2152.04,Reinforcing Iron and Rebar Workers
47-0000,47-2000,47-2180,47-2171,47-2152.04,Roofers
47-0000,47-2000,47-2180,47-2181,47-2152.04,Roofers
47-0000,47-2000,47-2210,47-2181,47-2152.04,Sheet Metal Workers
47-0000,47-2000,47-2210,47-2211,47-2152.04,Sheet Metal Workers
47-0000,47-2000,47-2220,47-2211,47-2152.04,Structural Iron and Steel Workers
47-0000,47-2000,47-2220,47-2221,47-2152.04,Structural Iron and Steel Workers
47-0000,47-2000,47-2230,47-2221,47-2152.04,Solar Photovoltaic Installers
47-0000,47-2000,47-2230,47-2231,47-2152.04,Solar Photovoltaic Installers
47-0000,47-3000,47-2230,47-2231,47-2152.04,"Helpers, Construction Trades"
47-0000,47-3000,47-3010,47-2231,47-2152.04,"Helpers, Construction Trades"
47-0000,47-3000,47-3010,47-3011,47-2152.04,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
47-0000,47-3000,47-3010,47-3012,47-2152.04,Helpers--Carpenters
47-0000,47-3000,47-3010,47-3013,47-2152.04,Helpers--Electricians
47-0000,47-3000,47-3010,47-3014,47-2152.04,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
47-0000,47-3000,47-3010,47-3015,47-2152.04,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-0000,47-3000,47-3010,47-3016,47-2152.04,Helpers--Roofers
47-0000,47-3000,47-3010,47-3019,47-2152.04,"Helpers, Construction Trades, All Other"
47-0000,47-4000,47-3010,47-3019,47-2152.04,Other Construction and Related Workers
47-0000,47-4000,47-4010,47-3019,47-2152.04,Construction and Building Inspectors
47-0000,47-4000,47-4010,47-4011,47-2152.04,Construction and Building Inspectors
47-0000,47-4000,47-4010,47-4011,47-4011.01,Energy Auditors
47-0000,47-4000,47-4020,47-4011,47-4011.01,Elevator and Escalator Installers and Repairers
47-0000,47-4000,47-4020,47-4021,47-4011.01,Elevator and Escalator Installers and Repairers
47-0000,47-4000,47-4030,47-4021,47-4011.01,Fence Erectors
47-0000,47-4000,47-4030,47-4031,47-4011.01,Fence Erectors
47-0000,47-4000,47-4040,47-4031,47-4011.01,Hazardous Materials Removal Workers
47-0000,47-4000,47-4040,47-4041,47-4011.01,Hazardous Materials Removal Workers
47-0000,47-4000,47-4050,47-4041,47-4011.01,Highway Maintenance Workers
47-0000,47-4000,47-4050,47-4051,47-4011.01,Highway Maintenance Workers
47-0000,47-4000,47-4060,47-4051,47-4011.01,Rail-Track Laying and Maintenance Equipment Operators
47-0000,47-4000,47-4060,47-4061,47-4011.01,Rail-Track Laying and Maintenance Equipment Operators
47-0000,47-4000,47-4070,47-4061,47-4011.01,Septic Tank Servicers and Sewer Pipe Cleaners
47-0000,47-4000,47-4070,47-4071,47-4011.01,Septic Tank Servicers and Sewer Pipe Cleaners
47-0000,47-4000,47-4090,47-4071,47-4011.01,Miscellaneous Construction and Related Workers
47-0000,47-4000,47-4090,47-4091,47-4011.01,Segmental Pavers
47-0000,47-4000,47-4090,47-4099,47-4011.01,"Construction and Related Workers, All Other"
47-0000,47-4000,47-4090,47-4099,47-4099.03,Weatherization Installers and Technicians
47-0000,47-5000,47-4090,47-4099,47-4099.03,Extraction Workers
47-0000,47-5000,47-5010,47-4099,47-4099.03,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas"
47-0000,47-5000,47-5010,47-5011,47-4099.03,"Derrick Operators, Oil and Gas"
47-0000,47-5000,47-5010,47-5012,47-4099.03,"Rotary Drill Operators, Oil and Gas"
47-0000,47-5000,47-5010,47-5013,47-4099.03,"Service Unit Operators, Oil and Gas"
47-0000,47-5000,47-5020,47-5013,47-4099.03,Surface Mining Machine Operators and Earth Drillers
47-0000,47-5000,47-5020,47-5022,47-4099.03,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-0000,47-5000,47-5020,47-5023,47-4099.03,"Earth Drillers, Except Oil and Gas"
47-0000,47-5000,47-5030,47-5023,47-4099.03,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-0000,47-5000,47-5030,47-5032,47-4099.03,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-0000,47-5000,47-5040,47-5032,47-4099.03,Underground Mining Machine Operators
47-0000,47-5000,47-5040,47-5041,47-4099.03,Continuous Mining Machine Operators
47-0000,47-5000,47-5040,47-5043,47-4099.03,"Roof Bolters, Mining"
47-0000,47-5000,47-5040,47-5044,47-4099.03, LOADing and Moving Machine Operators, Underground Mining"
47-0000,47-5000,47-5040,47-5049,47-4099.03,"Underground Mining Machine Operators, All Other"
47-0000,47-5000,47-5050,47-5049,47-4099.03,"Rock Splitters, Quarry"
47-0000,47-5000,47-5050,47-5051,47-4099.03,"Rock Splitters, Quarry"
47-0000,47-5000,47-5070,47-5051,47-4099.03,"Roustabouts, Oil and Gas"
47-0000,47-5000,47-5070,47-5071,47-4099.03,"Roustabouts, Oil and Gas"
47-0000,47-5000,47-5080,47-5071,47-4099.03,Helpers--Extraction Workers
47-0000,47-5000,47-5080,47-5081,47-4099.03,Helpers--Extraction Workers
47-0000,47-5000,47-5090,47-5081,47-4099.03,Miscellaneous Extraction Workers
47-0000,47-5000,47-5090,47-5099,47-4099.03,"Extraction Workers, All Other"
49-0000,47-5000,47-5090,47-5099,47-4099.03,"Installation, Maintenance, and Repair Occupations"
49-0000,49-1000,47-5090,47-5099,47-4099.03,"Supervisors of Installation, Maintenance, and Repair Workers"
49-0000,49-1000,49-1010,47-5099,47-4099.03,"First-Line Supervisors of Mechanics, Installers, and Repairers"
49-0000,49-1000,49-1010,49-1011,47-4099.03,"First-Line Supervisors of Mechanics, Installers, and Repairers"
49-0000,49-2000,49-1010,49-1011,47-4099.03,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers"
49-0000,49-2000,49-2010,49-1011,47-4099.03,"Computer, Automated Teller, and Office Machine Repairers"
49-0000,49-2000,49-2010,49-2011,47-4099.03,"Computer, Automated Teller, and Office Machine Repairers"
49-0000,49-2000,49-2020,49-2011,47-4099.03,Radio and Telecommunications Equipment Installers and Repairers
49-0000,49-2000,49-2020,49-2021,47-4099.03,"Radio, Cellular, and Tower Equipment Installers and Repairers"
49-0000,49-2000,49-2020,49-2022,47-4099.03,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
49-0000,49-2000,49-2090,49-2022,47-4099.03,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers"
49-0000,49-2000,49-2090,49-2091,47-4099.03,Avionics Technicians
49-0000,49-2000,49-2090,49-2092,47-4099.03,"Electric Motor, Power Tool, and Related Repairers"
49-0000,49-2000,49-2090,49-2093,47-4099.03,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-0000,49-2000,49-2090,49-2094,47-4099.03,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
49-0000,49-2000,49-2090,49-2095,47-4099.03,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
49-0000,49-2000,49-2090,49-2096,47-4099.03,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-0000,49-2000,49-2090,49-2097,47-4099.03,Audiovisual Equipment Installers and Repairers
49-0000,49-2000,49-2090,49-2098,47-4099.03,Security and Fire Alarm Systems Installers
49-0000,49-3000,49-2090,49-2098,47-4099.03,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
49-0000,49-3000,49-3010,49-2098,47-4099.03,Aircraft Mechanics and Service Technicians
49-0000,49-3000,49-3010,49-3011,47-4099.03,Aircraft Mechanics and Service Technicians
49-0000,49-3000,49-3020,49-3011,47-4099.03,Automotive Technicians and Repairers
49-0000,49-3000,49-3020,49-3021,47-4099.03,Automotive Body and Related Repairers
49-0000,49-3000,49-3020,49-3022,47-4099.03,Automotive Glass Installers and Repairers
49-0000,49-3000,49-3020,49-3023,47-4099.03,Automotive Service Technicians and Mechanics
49-0000,49-3000,49-3030,49-3023,47-4099.03,Bus and Truck Mechanics and Diesel Engine Specialists
49-0000,49-3000,49-3030,49-3031,47-4099.03,Bus and Truck Mechanics and Diesel Engine Specialists
49-0000,49-3000,49-3040,49-3031,47-4099.03,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics
49-0000,49-3000,49-3040,49-3041,47-4099.03,Farm Equipment Mechanics and Service Technicians
49-0000,49-3000,49-3040,49-3042,47-4099.03,"Mobile Heavy Equipment Mechanics, Except Engines"
49-0000,49-3000,49-3040,49-3043,47-4099.03,Rail Car Repairers
49-0000,49-3000,49-3050,49-3043,47-4099.03,Small Engine Mechanics
49-0000,49-3000,49-3050,49-3051,47-4099.03,Motorboat Mechanics and Service Technicians
49-0000,49-3000,49-3050,49-3052,47-4099.03,Motorcycle Mechanics
49-0000,49-3000,49-3050,49-3053,47-4099.03,Outdoor Power Equipment and Other Small Engine Mechanics
49-0000,49-3000,49-3090,49-3053,47-4099.03,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
49-0000,49-3000,49-3090,49-3091,47-4099.03,Bicycle Repairers
49-0000,49-3000,49-3090,49-3092,47-4099.03,Recreational Vehicle Service Technicians
49-0000,49-3000,49-3090,49-3093,47-4099.03,Tire Repairers and Changers
49-0000,49-9000,49-3090,49-3093,47-4099.03,"Other Installation, Maintenance, and Repair Occupations"
49-0000,49-9000,49-9010,49-3093,47-4099.03,Control and Valve Installers and Repairers
49-0000,49-9000,49-9010,49-9011,47-4099.03,Mechanical Door Repairers
49-0000,49-9000,49-9010,49-9012,47-4099.03,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-0000,49-9000,49-9020,49-9012,47-4099.03,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-0000,49-9000,49-9020,49-9021,47-4099.03,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-0000,49-9000,49-9030,49-9021,47-4099.03,Home Appliance Repairers
49-0000,49-9000,49-9030,49-9031,47-4099.03,Home Appliance Repairers
49-0000,49-9000,49-9040,49-9031,47-4099.03,"Industrial Machinery Installation, Repair, and Maintenance Workers"
49-0000,49-9000,49-9040,49-9041,47-4099.03,Industrial Machinery Mechanics
49-0000,49-9000,49-9040,49-9043,47-4099.03,"Maintenance Workers, Machinery"
49-0000,49-9000,49-9040,49-9044,47-4099.03,Millwrights
49-0000,49-9000,49-9040,49-9045,47-4099.03,"Refractory Materials Repairers, Except Brickmasons"
49-0000,49-9000,49-9050,49-9045,47-4099.03,Line Installers and Repairers
49-0000,49-9000,49-9050,49-9051,47-4099.03,Electrical Power-Line Installers and Repairers
49-0000,49-9000,49-9050,49-9052,47-4099.03,Telecommunications Line Installers and Repairers
49-0000,49-9000,49-9060,49-9052,47-4099.03,Precision Instrument and Equipment Repairers
49-0000,49-9000,49-9060,49-9061,47-4099.03,Camera and Photographic Equipment Repairers
49-0000,49-9000,49-9060,49-9062,47-4099.03,Medical Equipment Repairers
49-0000,49-9000,49-9060,49-9063,47-4099.03,Musical Instrument Repairers and Tuners
49-0000,49-9000,49-9060,49-9064,47-4099.03,Watch and Clock Repairers
49-0000,49-9000,49-9060,49-9069,47-4099.03,"Precision Instrument and Equipment Repairers, All Other"
49-0000,49-9000,49-9070,49-9069,47-4099.03,"Maintenance and Repair Workers, General"
49-0000,49-9000,49-9070,49-9071,47-4099.03,"Maintenance and Repair Workers, General"
49-0000,49-9000,49-9080,49-9071,47-4099.03,Wind Turbine Service Technicians
49-0000,49-9000,49-9080,49-9081,47-4099.03,Wind Turbine Service Technicians
49-0000,49-9000,49-9090,49-9081,47-4099.03,"Miscellaneous Installation, Maintenance, and Repair Workers"
49-0000,49-9000,49-9090,49-9091,47-4099.03,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-0000,49-9000,49-9090,49-9092,47-4099.03,Commercial Divers
49-0000,49-9000,49-9090,49-9094,47-4099.03,Locksmiths and Safe Repairers
49-0000,49-9000,49-9090,49-9095,47-4099.03,Manufactured Building and Mobile Home Installers
49-0000,49-9000,49-9090,49-9096,47-4099.03,Riggers
49-0000,49-9000,49-9090,49-9097,47-4099.03,Signal and Track Switch Repairers
49-0000,49-9000,49-9090,49-9098,47-4099.03,"Helpers--Installation, Maintenance, and Repair Workers"
49-0000,49-9000,49-9090,49-9099,47-4099.03,"Installation, Maintenance, and Repair Workers, All Other"
49-0000,49-9000,49-9090,49-9099,49-9099.01,Geothermal Technicians
51-0000,49-9000,49-9090,49-9099,49-9099.01,Production Occupations
51-0000,51-1000,49-9090,49-9099,49-9099.01,Supervisors of Production Workers
51-0000,51-1000,51-1010,49-9099,49-9099.01,First-Line Supervisors of Production and Operating Workers
51-0000,51-1000,51-1010,51-1011,49-9099.01,First-Line Supervisors of Production and Operating Workers
51-0000,51-2000,51-1010,51-1011,49-9099.01,Assemblers and Fabricators
51-0000,51-2000,51-2010,51-1011,49-9099.01,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-0000,51-2000,51-2010,51-2011,49-9099.01,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-0000,51-2000,51-2020,51-2011,49-9099.01,"Electrical, Electronics, and Electromechanical Assemblers"
51-0000,51-2000,51-2020,51-2021,49-9099.01,"Coil Winders, Tapers, and Finishers"
51-0000,51-2000,51-2020,51-2022,49-9099.01,Electrical and Electronic Equipment Assemblers
51-0000,51-2000,51-2020,51-2023,49-9099.01,Electromechanical Equipment Assemblers
51-0000,51-2000,51-2030,51-2023,49-9099.01,Engine and Other Machine Assemblers
51-0000,51-2000,51-2030,51-2031,49-9099.01,Engine and Other Machine Assemblers
51-0000,51-2000,51-2040,51-2031,49-9099.01,Structural Metal Fabricators and Fitters
51-0000,51-2000,51-2040,51-2041,49-9099.01,Structural Metal Fabricators and Fitters
51-0000,51-2000,51-2050,51-2041,49-9099.01,Fiberglass Laminators and Fabricators
51-0000,51-2000,51-2050,51-2051,49-9099.01,Fiberglass Laminators and Fabricators
51-0000,51-2000,51-2060,51-2051,49-9099.01,Timing Device Assemblers and Adjusters
51-0000,51-2000,51-2060,51-2061,49-9099.01,Timing Device Assemblers and Adjusters
51-0000,51-2000,51-2090,51-2061,49-9099.01,Miscellaneous Assemblers and Fabricators
51-0000,51-2000,51-2090,51-2092,49-9099.01,Team Assemblers
51-0000,51-2000,51-2090,51-2099,49-9099.01,"Assemblers and Fabricators, All Other"
51-0000,51-3000,51-2090,51-2099,49-9099.01,Food Processing Workers
51-0000,51-3000,51-3010,51-2099,49-9099.01,Bakers
51-0000,51-3000,51-3010,51-3011,49-9099.01,Bakers
51-0000,51-3000,51-3020,51-3011,49-9099.01,"Butchers and Other Meat, Poultry, and Fish Processing Workers"
51-0000,51-3000,51-3020,51-3021,49-9099.01,Butchers and Meat Cutters
51-0000,51-3000,51-3020,51-3022,49-9099.01,"Meat, Poultry, and Fish Cutters and Trimmers"
51-0000,51-3000,51-3020,51-3023,49-9099.01,Slaughterers and Meat Packers
51-0000,51-3000,51-3090,51-3023,49-9099.01,Miscellaneous Food Processing Workers
51-0000,51-3000,51-3090,51-3091,49-9099.01,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-0000,51-3000,51-3090,51-3092,49-9099.01,Food Batchmakers
51-0000,51-3000,51-3090,51-3093,49-9099.01,Food Cooking Machine Operators and Tenders
51-0000,51-3000,51-3090,51-3099,49-9099.01,"Food Processing Workers, All Other"
51-0000,51-4000,51-3090,51-3099,49-9099.01,Metal Workers and Plastic Workers
51-0000,51-4000,51-4020,51-3099,49-9099.01,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,51-4000,51-4020,51-4021,49-9099.01,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,51-4000,51-4020,51-4022,49-9099.01,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,51-4000,51-4020,51-4023,49-9099.01,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-0000,51-4000,51-4030,51-4023,49-9099.01,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic"
51-0000,51-4000,51-4030,51-4031,49-9099.01,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
