date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
08/2021,Incumbent,48,49-9097.00,"Tighten loose bolts, using wrenches, and test circuits and connections by opening and closing gates.",13909,Core,Signal and Track Switch Repairers
08/2021,Incumbent,47,49-9097.00,"Inspect switch-controlling mechanisms on trolley wires and in track beds, using hand tools and test equipment.",13907,Core,Signal and Track Switch Repairers
08/2021,Incumbent,47,49-9097.00,"Replace defective wiring, broken lenses, or burned-out light bulbs.",13911,Core,Signal and Track Switch Repairers
08/2021,Incumbent,48,49-9097.00,"Inspect, maintain, and replace batteries as needed.",13913,Core,Signal and Track Switch Repairers
08/2021,Incumbent,47,49-9097.00,"Record and report information about mileage or track inspected, repairs performed, and equipment requiring replacement.",13912,Core,Signal and Track Switch Repairers
08/2021,Incumbent,48,49-9097.00,Lubricate moving parts on gate-crossing mechanisms and swinging signals.,13914,Core,Signal and Track Switch Repairers
08/2021,Incumbent,48,49-9097.00,Clean lenses of lamps with cloths and solvents.,13915,Core,Signal and Track Switch Repairers
08/2021,Incumbent,47,49-9097.00,Test air lines and air cylinders on pneumatically operated gates.,13917,Supplemental,Signal and Track Switch Repairers
08/2021,Incumbent,48,49-9097.00,"Maintain high tension lines, de-energizing lines for power companies when repairs are requested.",13916,Supplemental,Signal and Track Switch Repairers
08/2020,Incumbent,86,49-9098.00,"Install or replace machinery, equipment, and new or replacement parts and instruments, using hand or power tools.",3083,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,87,49-9098.00,"Examine and test machinery, equipment, components, and parts for defects to ensure proper functioning.",3081,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,86,49-9098.00,Tend and observe equipment and machinery to verify efficient and safe operation.,3080,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,86,49-9098.00,"Adjust, connect, or disconnect wiring, piping, tubing, and other parts, using hand or power tools.",3082,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,87,49-9098.00,"Clean or lubricate vehicles, machinery, equipment, instruments, tools, work areas, and other objects, using hand tools, power tools, and cleaning equipment.",3084,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,84,49-9098.00,"Hold or supply tools, parts, equipment, and supplies for other workers.",3091,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,86,49-9098.00,Diagnose electrical problems and install and rewire electrical components.,20152,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,86,49-9098.00,Disassemble broken or defective equipment to facilitate repair and reassemble equipment when repairs are complete.,3087,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,86,49-9098.00,"Position vehicles, machinery, equipment, physical structures, and other objects for assembly or installation, using hand tools, power tools, and moving equipment.",3090,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,87,49-9098.00,"Transfer tools, parts, equipment, and supplies to and from work stations and other areas.",3086,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,85,49-9098.00,"Adjust, maintain, and repair tools, equipment, and machines, and assist more skilled workers with similar tasks.",20150,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,87,49-9098.00,Order new parts to maintain inventory.,20151,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,85,49-9098.00,"Apply protective materials to equipment, components, and parts to prevent defects and corrosion.",3085,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,87,49-9098.00,"Design, weld, and fabricate parts, using blueprints or other mechanical plans.",20153,Core,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,85,49-9098.00,"Assemble and maintain physical structures, using hand or power tools.",3088,Supplemental,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,87,49-9098.00,Prepare work stations for use by mechanics and repairers.,3092,Supplemental,"Helpers--Installation, Maintenance, and Repair Workers"
08/2020,Incumbent,64,49-9099.01,Monitor and adjust operations of geothermal power plant equipment or systems.,17934,Core,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Prepare and maintain logs, reports, or other documentation of work performed.",17955,Core,Geothermal Technicians
08/2020,Incumbent,63,49-9099.01,"Identify and correct malfunctions of geothermal plant equipment, electrical systems, instrumentation, or controls.",17932,Core,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Collect and record data associated with operating geothermal power plants or well fields.,17950,Core,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Determine whether emergency or auxiliary systems will be needed to keep properties heated or cooled in extreme weather conditions.,17951,Core,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Perform pre- and post-installation pressure, flow, and related tests of vertical and horizontal geothermal loop piping.",17946,Core,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Identify equipment options, such as compressors, and make appropriate selections.",17942,Core,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Adjust power production systems to meet load and distribution demands.,17935,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Maintain electrical switchgear, process controls, transmitters, gauges, and control equipment in accordance with geothermal plant procedures.",17944,Supplemental,Geothermal Technicians
08/2020,Incumbent,63,49-9099.01,Calculate heat loss and heat gain factors for residential properties to determine heating and cooling required by installed geothermal systems.,17937,Supplemental,Geothermal Technicians
08/2020,Incumbent,63,49-9099.01,"Maintain, calibrate, or repair plant instrumentation, control, and electronic devices in geothermal plants.",17945,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Install and maintain geothermal plant electrical protection equipment.,17952,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Design and lay out geothermal heat systems according to property characteristics, heating and cooling requirements, piping and equipment requirements, applicable regulations, or other factors.",17938,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Install and maintain geothermal system instrumentation or controls.,17943,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Prepare newly installed geothermal heat systems for operation by flushing, purging, or other actions.",17941,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Weld piping, such as high density polyethylene (HDPE) piping, using techniques such as butt, socket, side-wall, and electro-fusion welding.",17957,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Test water sources for factors, such as flow volume and contaminant presence.",17956,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water.",17933,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Integrate hot water heater systems with geothermal heat exchange systems.,17953,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Determine the type of geothermal loop system most suitable to a specific property and its heating and cooling needs.,17939,Supplemental,Geothermal Technicians
08/2020,Incumbent,63,49-9099.01,Dig trenches for system piping to appropriate depths and lay piping in trenches.,17940,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Apply coatings or operate systems to mitigate corrosion of geothermal plant equipment or structures.,17949,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,Backfill piping trenches to protect pipes from damage.,17936,Supplemental,Geothermal Technicians
08/2020,Incumbent,64,49-9099.01,"Operate equipment, such as excavators, backhoes, rock hammers, trench compactors, pavement saws, grout mixers or pumps, geothermal loop reels, and coil tubing units (CTU).",17954,Supplemental,Geothermal Technicians
08/2020,Incumbent,97,51-1011.00,Enforce safety and sanitation regulations.,8450,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,Keep records of employees' attendance and hours worked.,20155,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Inspect materials, products, or equipment to detect defects or malfunctions.",8455,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,98,51-1011.00,"Read and analyze charts, work orders, production schedules, and other records and reports to determine production requirements and to evaluate current production estimates and outputs.",8452,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Plan and establish work schedules, assignments, and production sequences to meet production goals.",8454,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,Confer with other supervisors to coordinate operations and activities within or between departments.,8453,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Interpret specifications, blueprints, job orders, and company policies and procedures for workers.",8459,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Observe work and monitor gauges, dials, and other indicators to ensure that operators conform to production or processing standards.",8457,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Direct and coordinate the activities of employees engaged in the production or processing of goods, such as inspectors, machine setters, or fabricators.",8451,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,96,51-1011.00,"Conduct employee training in equipment operations or work and safety procedures, or assign employee training to experienced workers.",20154,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,Evaluate employee performance.,21207,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,98,51-1011.00,"Confer with management or subordinates to resolve worker problems, complaints, or grievances.",8458,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,96,51-1011.00,"Determine standards, budgets, production goals, and rates, based on company policies, equipment and labor availability, and workloads.",8462,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,98,51-1011.00,"Calculate labor and equipment requirements and production specifications, using standard formulas.",8466,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Recommend or implement measures to motivate employees and to improve production methods, equipment performance, product quality, or efficiency.",8461,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,98,51-1011.00,"Maintain operations data, such as time, production, and cost records, and prepare management reports of production results.",8460,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Requisition materials, supplies, equipment parts, or repair services.",8463,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,96,51-1011.00,Set up and adjust machines and equipment.,8465,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,97,51-1011.00,"Recommend or execute personnel actions, such as hirings, evaluations, or promotions.",20156,Core,First-Line Supervisors of Production and Operating Workers
08/2020,Incumbent,98,51-1011.00,Plan and develop new products and production processes.,8467,Core,First-Line Supervisors of Production and Operating Workers
07/2015,Incumbent,99,51-2011.00,"Assemble parts, fittings, or subassemblies on aircraft, using layout tools, hand tools, power tools, or fasteners, such as bolts, screws, rivets, or clamps.",20810,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,99,51-2011.00,"Read blueprints, illustrations, or specifications to determine layouts, sequences of operations, or identities or relationships of parts.",20811,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,"Attach brackets, hinges, or clips to secure or support components or subassemblies, using bolts, screws, rivets, chemical bonding, or welding.",13928,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,100,51-2011.00,"Inspect or test installed units, parts, systems, or assemblies for fit, alignment, performance, defects, or compliance with standards, using measuring instruments or test equipment.",13929,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,99,51-2011.00,"Adjust, repair, rework, or replace parts or assemblies to ensure proper operation.",20812,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,100,51-2011.00,"Cut, trim, file, bend, or smooth parts to ensure proper fit and clearance.",20813,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,"Fabricate parts needed for assembly or installation, using shop machinery or equipment.",13934,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,"Layout and mark reference points and locations for installation of parts or components, using jigs, templates, or measuring and marking instruments.",13926,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,99,51-2011.00,"Clean, oil, or coat system components, as necessary, before assembly or attachment.",13931,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,Assemble prefabricated parts to form subassemblies.,13919,Core,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,98,51-2011.00,"Set, align, adjust, or synchronize aircraft armament or rigging or control system components to established tolerances or requirements, using sighting devices and hand tools.",13932,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,99,51-2011.00,"Join structural assemblies, such as wings, tails, or fuselage.",13925,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,93,51-2011.00,"Position and align subassemblies in jigs or fixtures, using measuring instruments and following blueprint lines and index points.",13921,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,Assemble prototypes or integrated-technology demonstrators of new or emerging environmental technologies for aircraft.,19901,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,95,51-2011.00,"Swage fittings onto cables, using swaging machines.",13943,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,Manually install structural assemblies or signal crane operators to position assemblies for joining.,20814,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,96,51-2011.00,"Align, fit, assemble, connect, or install system components, using jigs, fixtures, measuring instruments, hand tools, or power tools.",13924,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,95,51-2011.00,"Set up or operate machines or systems to crimp, cut, bend, form, swage, flare, bead, burr, or straighten tubing, according to specifications.",13935,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,98,51-2011.00,"Place and connect control cables to electronically controlled units, using hand tools, ring locks, cotter keys, threaded connectors, turnbuckles, or related devices.",20815,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,96,51-2011.00,"Monitor robotic assembly equipment, such as snake-arm robots, used to assemble, seal, or swage aircraft structures.",19904,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,96,51-2011.00,"Install mechanical linkages and actuators, using tensiometers to verify tension of cables.",20816,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,96,51-2011.00,"Clean aircraft structures, parts, or components, using aqueous, semi-aqueous, aliphatic hydrocarbon, or organic solvent cleaning products or techniques to reduce carbon or other harmful emissions.",19903,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,96,51-2011.00,"Install accessories in swaging machines, using hand tools.",20817,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,98,51-2011.00,"Mark identifying information on tubing or cable assemblies, using etching devices, labels, rubber stamps, or other methods.",13939,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,98,51-2011.00,"Verify dimensions of cable assemblies or positions of fittings, using measuring instruments.",13938,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,99,51-2011.00,"Weld tubing and fittings or solder cable ends, using tack welders, induction brazing chambers, or other equipment.",13936,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,98,51-2011.00,"Splice cables, using clamps and fittings, or reweave cable strands.",20818,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,Fit and fasten sheet metal coverings to surface areas or other sections of aircraft prior to welding or riveting.,13930,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,96,51-2011.00,"Capture or segregate waste material, such as aluminum swarf, machine cutting fluid, or solvents, for recycling or environmentally responsible disposal.",19902,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2015,Incumbent,97,51-2011.00,"Cut cables and tubing, using master templates, measuring instruments, and cable cutters or saws.",13942,Supplemental,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
07/2017,Incumbent,56,51-2021.00,"Operate or tend wire-coiling machines to wind wire coils used in electrical components such as resistors and transformers, and in electrical equipment and instruments such as bobbins and generators.",11904,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,"Attach, alter, and trim materials such as wire, insulation, and coils, using hand tools.",11909,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,"Cut, strip, and bend wire leads at ends of coils, using pliers and wire scrapers.",11906,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,Review work orders and specifications to determine materials needed and types of parts to be processed.,11905,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,"Select and load materials such as workpieces, objects, and machine parts onto equipment used in coiling processes.",11907,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,Record production and operational data on specified forms.,11908,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,"Stop machines to remove completed components, using hand tools.",11910,Core,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,55,51-2021.00,"Examine and test wired electrical components such as motors, armatures, and stators, using measuring devices, and record test results.",11911,Supplemental,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,"Line slots with sheet insulation, and insert coils into slots.",11914,Supplemental,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,56,51-2021.00,"Apply solutions or paints to wired electrical components, using hand tools, and bake components.",11912,Supplemental,"Coil Winders, Tapers, and Finishers"
07/2017,Incumbent,55,51-2021.00,"Disassemble and assemble motors, and repair and maintain electrical components and machinery parts, using hand tools.",11913,Supplemental,"Coil Winders, Tapers, and Finishers"
07/2013,Incumbent,70,51-2022.00,"Read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions.",10022,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,70,51-2022.00,"Assemble electrical or electronic systems or support structures and install components, units, subassemblies, wiring, or assembly casings, using rivets, bolts, soldering or micro-welding equipment.",10019,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,70,51-2022.00,"Adjust, repair, or replace electrical or electronic components to correct defects and to ensure conformance to specifications.",10020,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,"Position, align, or adjust workpieces or electrical parts to facilitate wiring or assembly.",10024,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,Explain assembly procedures or techniques to other workers.,10027,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,70,51-2022.00,"Clean parts, using cleaning solutions, air hoses, and cloths.",10021,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,"Drill or tap holes in specified equipment locations to mount control units or to provide openings for elements, wiring, or instruments.",10030,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,71,51-2022.00,"Fabricate or form parts, coils, or structures according to specifications, using drills, calipers, cutters, or saws.",10029,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,Confer with supervisors or engineers to plan or review work activities or to resolve production problems.,10026,Core,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,68,51-2022.00,"Inspect or test wiring installations, assemblies, or circuits for resistance factors or for operation, and record results.",10018,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,70,51-2022.00,Mark and tag components so that stock inventory can be tracked and identified.,10023,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,71,51-2022.00,Measure and adjust voltages to specified values to determine operational accuracy of instruments.,10028,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,71,51-2022.00,"Complete, review, or maintain production, time, or component waste reports.",10031,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,"Distribute materials, supplies, or subassemblies to work areas.",10034,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,71,51-2022.00,"Pack finished assemblies for shipment, and transport them to storage areas, using hoists or handtrucks.",10025,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,"Instruct customers in the installation, repair, or maintenance of products.",10033,Supplemental,Electrical and Electronic Equipment Assemblers
07/2013,Incumbent,72,51-2022.00,"Paint structures as specified, using paint sprayers.",10032,Supplemental,Electrical and Electronic Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,"Inspect, test, and adjust completed units to ensure that units meet specifications, tolerances, and customer order requirements.",13944,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,"Position, align, and adjust parts for proper fit and assembly.",13946,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,68,51-2023.00,"Assemble parts or units, and position, align, and fasten units to assemblies, subassemblies, or frames, using hand tools and power tools.",13945,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,"Connect cables, tubes, and wiring, according to specifications.",13947,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,"Measure parts to determine tolerances, using precision measuring instruments such as micrometers, calipers, and verniers.",13951,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,Read blueprints and specifications to determine component parts and assembly sequences of electromechanical units.,13949,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,Attach name plates and mark identifying information on parts.,13948,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,Disassemble units to replace parts or to crate them for shipping.,13950,Core,Electromechanical Equipment Assemblers
07/2017,Incumbent,68,51-2023.00,"File, lap, and buff parts to fit, using hand and power tools.",13954,Supplemental,Electromechanical Equipment Assemblers
07/2017,Incumbent,68,51-2023.00,"Clean and lubricate parts and subassemblies, using grease paddles or oilcans.",13952,Supplemental,Electromechanical Equipment Assemblers
07/2017,Incumbent,69,51-2023.00,"Operate or tend automated assembling equipment, such as robotics and fixed automation equipment.",13956,Supplemental,Electromechanical Equipment Assemblers
07/2017,Incumbent,68,51-2023.00,"Drill, tap, ream, countersink, and spot-face bolt holes in parts, using drill presses and portable power drills.",13953,Supplemental,Electromechanical Equipment Assemblers
07/2017,Incumbent,68,51-2023.00,Operate small cranes to transport or position large parts.,13957,Supplemental,Electromechanical Equipment Assemblers
07/2017,Incumbent,68,51-2023.00,Pack or fold insulation between panels.,13955,Supplemental,Electromechanical Equipment Assemblers
07/2014,Incumbent,102,51-2031.00,"Read and interpret assembly blueprints or specifications manuals, and plan assembly or building operations.",13962,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,101,51-2031.00,"Inspect, operate, and test completed products to verify functioning, machine capabilities, or conformance to customer specifications.",13958,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Position or align components for assembly, manually or using hoists.",13959,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,Set and verify parts clearances.,13960,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Verify conformance of parts to stock lists or blueprints, using measuring instruments such as calipers, gauges, or micrometers.",13965,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Fasten or install piping, fixtures, or wiring and electrical components to form assemblies or subassemblies, using hand tools, rivet guns, or welding equipment.",13966,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Remove rough spots and smooth surfaces to fit, trim, or clean parts, using hand tools or power tools.",13967,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Lay out and drill, ream, tap, or cut parts for assembly.",13968,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Rework, repair, or replace damaged parts or assemblies.",13961,Core,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,Assemble systems of gears by aligning and meshing gears in gearboxes.,13964,Supplemental,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,"Set up and operate metalworking machines, such as milling or grinding machines, to shape or fabricate parts.",13969,Supplemental,Engine and Other Machine Assemblers
07/2014,Incumbent,102,51-2031.00,Maintain and lubricate parts or components.,13963,Supplemental,Engine and Other Machine Assemblers
07/2013,Incumbent,84,51-2041.00,"Verify conformance of workpieces to specifications, using squares, rulers, and measuring tapes.",10036,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Align and fit parts according to specifications, using jacks, turnbuckles, wedges, drift pins, pry bars, and hammers.",10039,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Move parts into position, manually or with hoists or cranes.",10043,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,81,51-2041.00,"Position, align, fit, and weld parts to form complete units or subunits, following blueprints and layout specifications, and using jigs, welding torches, and hand tools.",10035,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,Study engineering drawings and blueprints to determine materials requirements and task sequences.,10042,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,84,51-2041.00,"Set up and operate fabricating machines, such as brakes, rolls, shears, flame cutters, grinders, and drill presses, to bend, cut, form, punch, drill, or otherwise form and assemble metal components.",10044,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met.,10038,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,Tack-weld fitted parts together.,10037,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Lift or move materials and finished products, using large cranes.",10053,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,84,51-2041.00,"Remove high spots and cut bevels, using hand files, portable grinders, and cutting torches.",10051,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Mark reference points onto floors or face blocks and transpose them to workpieces, using measuring devices, squares, chalk, and soapstone.",10049,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,84,51-2041.00,"Set up face blocks, jigs, and fixtures.",10050,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Position or tighten braces, jacks, clamps, ropes, or bolt straps, or bolt parts in position for welding or riveting.",10041,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Locate and mark workpiece bending and cutting lines, allowing for stock thickness, machine and welding shrinkage, and other component specifications.",10040,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,Erect ladders and scaffolding to fit together large assemblies.,10057,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,81,51-2041.00,"Design and construct templates and fixtures, using hand tools.",10047,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,84,51-2041.00,"Hammer, chip, and grind workpieces to cut, bend, and straighten metal.",10045,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,84,51-2041.00,"Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers.",10048,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Smooth workpiece edges and fix taps, tubes, and valves.",10046,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,83,51-2041.00,"Preheat workpieces to make them malleable, using hand torches or furnaces.",10055,Core,Structural Metal Fabricators and Fitters
07/2013,Incumbent,84,51-2041.00,"Heat-treat parts, using acetylene torches.",10054,Core,Structural Metal Fabricators and Fitters
